gene,outcome,gsmr_beta,gsmr_se,gsmr_pval,gsmr_nsnp,heidi_out,Q_MR_Egger,Q_Inverse_variance_weighted,Q_df_MR_Egger,Q_df_Inverse_variance_weighted,Q_pval_MR_Egger,Q_pval_Inverse_variance_weighted,nsnp,b_MR_Egger,b_Weighted_median,b_Inverse_variance_weighted,b_Simple_mode,se_MR_Egger,se_Weighted_median,se_Inverse_variance_weighted,se_Simple_mode,pval_MR_Egger,pval_Weighted_median,pval_Inverse_variance_weighted,pval_Simple_mode,r2_exposure,r2_oucome,correct_dir,steiger_pval,H3,H4,causal_snp,pleiotropy_egger_intercept,pleiotropy_se,pleiotropy_pval,mrpresso_pval,adjp_MR_Egger,adjp_Weighted_median,adjp_Inverse_variance_weighted,adjp_Simple_mode,is_candidate
ANAPC13,T2D_GSMR,-0.013543,0.00519057,0.0090767,45,0.046342547547169814,35.86354,37.18488,35,36,0.4277904,0.4142626,37,-0.0175712,-0.0099984,-0.0108957,-0.0026455,0.0075582,0.0069412,0.0047698,0.0115093,0.0260091,0.1497465,0.0223541,0.819501,0.2803491,5.83e-5,TRUE,0,0.00658830860581372,0.00363215390779232,rs4498009,0.0019494,0.0017167,0.2638521,0.415,0.18216065488372093,0.16339985735294116,0.03156152015209125,0.863596644539007,FALSE
ANAPC4,T2D_GSMR,0.0346987,0.00664996,1.80979e-7,36,5.026545774193548e-6,40.97152,42.07794,32,33,0.1329211,0.1336632,34,0.0251838,0.035022,0.0350483,0.0502819,0.0122844,0.0082645,0.0061759,0.0154821,0.048627,2.26e-5,0,0.002673,0.2286438,1.162e-4,TRUE,0,0.990808441132042,0.0088270590057371,rs1533133,0.0023526,0.0025308,0.3595412,0.152,0.243532837458194,9.835307917888563e-5,0,0.060102,FALSE
ANGEL2,T2D_GSMR,0.0425269,0.0102816,3.53116e-5,17,5.140381635114503e-4,18.75592,19.15412,16,17,0.2815233,0.3197578,18,0.0414348,0.0447871,0.049541,0.0318907,0.0168665,0.0116676,0.009354,0.0215933,0.0258276,1.237e-4,1e-7,0.1579929,0.0786415,7.15e-5,TRUE,0,0.398388542586132,0.12326730119623899,rs1045868,0.0017392,0.0029841,0.5681318,0.42,0.18216065488372093,4.1911141552511416e-4,1.1415384615384615e-6,0.2741487163551402,FALSE
ANGEL1,T2D_GSMR,0.0313806,0.00762085,3.82629e-5,18,5.465881235294118e-4,63.15045,63.6688,18,19,6e-7,1e-6,20,0.0366256,0.0614869,0.0282741,-0.0126345,0.0252717,0.0119096,0.0126139,0.0410123,0.1644603,2e-7,0.024994,0.7613848,0.149663,1.074e-4,TRUE,0,0.984857748169754,0.013898470118191,rs11628619,-0.0020479,0.0053279,0.7052005,<0.001,0.39112032884615383,1.6488888888888886e-6,0.03459990298507462,0.818764524057971,FALSE
ANAPC5,T2D_GSMR,0.0588763,0.0180643,0.00111705,8,0.0091281971958585,72.9247,80.38243,9,10,0,0,11,-0.027135,0.0397063,0.0256676,0.0898842,0.0662608,0.0181816,0.0367477,0.0397983,0.6917347,0.0289716,0.4848757,0.0474896,0.0599344,1.127e-4,TRUE,0,1,1.6185027267314698e-30,rs1799525,0.0085764,0.0089396,0.3624336,<0.001,0.8179556133864542,0.037549217816593886,0.49934457931991677,0.1658225091764706,FALSE
ANK1,T2D_GSMR,0.338304,0.0251083,2.23177e-41,8,4.2274187340000003e-38,21.9454,28.89325,6,7,0.0012388,1.513e-4,8,0.4232493,0.3151559,0.3027846,0.3597043,0.0925382,0.0273811,0.0322896,0.0750853,0.0037953,0,0,0.0019877,0.027149,5.247e-4,TRUE,0,0.999999611661924,3.88338073103836e-7,rs4736819,-0.0147332,0.0106898,0.2173143,0.045,0.08582916363636364,0,0,0.05221597192982457,FALSE
ANKK1,T2D_GSMR,-0.0353476,0.0109255,0.00121508,19,0.009727829822485207,26.14421,26.86498,13,14,0.0162585,0.0200465,15,-0.0208626,-0.015109,-0.0323443,-0.0129121,0.0244227,0.0143266,0.0147701,0.0277681,0.4084449,0.2916017,0.0285345,0.6490836,0.085056,6.96e-5,TRUE,0,0.318920466011187,4.8400024819135e-4,rs6589371,-0.002303,0.003847,0.5596851,0.058,0.6333670131661442,0.3060374277227723,0.03856575409836066,0.7220343640449438,FALSE
ANKLE2,T2D_GSMR,0.0666853,0.0103129,1.00497e-10,15,6.291921769736842e-9,95.44667,101.58237,13,14,0,0,15,0.0121386,0.0639056,0.047965,0.0819773,0.0445215,0.0123084,0.0210008,0.0266068,0.7894085,2e-7,0.0223738,0.0081325,0.1113917,1.848e-4,TRUE,0,0.999748292621866,2.4999571740127e-4,rs13254,0.0082967,0.0090758,0.3772754,<0.001,0.8888332427921093,1.6488888888888886e-6,0.03156152015209125,0.0958404888888889,FALSE
ANKRD10,T2D_GSMR,0.0302821,0.00819,2.17774e-4,22,0.0024038899230769233,42.95305,43.01837,21,22,0.0031871,0.0046946,23,0.0231918,0.0182374,0.0201736,0.0212578,0.019302,0.0094309,0.0091365,0.0157436,0.2429231,0.0531402,0.0272433,0.1906637,0.1334434,7.07e-5,TRUE,0,0.0171579744176251,0.00300824505322244,rs56050731,-6.846e-4,0.0038307,0.859881,0.01,0.4870596145748987,0.06411386731707316,0.037227492817679564,0.2994089626975764,FALSE
ANKRD12,T2D_GSMR,0.0511314,0.0198186,0.00988077,14,0.04914956547794118,4.084918,4.197286,9,10,0.905735,0.9380084,11,0.0525081,0.051096,0.0413768,0.0687388,0.0374942,0.0229681,0.0174107,0.0371202,0.194903,0.0261048,0.017477,0.0937691,0.0262438,1.35e-5,TRUE,0,0.00154491386630692,0.00333933829129506,rs11661859,-0.0012327,0.0036773,0.7451448,0.928,0.4329881017964071,0.03434354893617021,0.025987843687374747,0.21147924680851063,FALSE
ANKRD18EP,T2D_GSMR,-0.0319191,0.00762214,2.81814e-5,8,4.291093881028939e-4,56.57163,61.05442,9,10,0,0,11,-0.0527512,-0.03047,-0.0193787,-0.0261329,0.0419479,0.0078114,0.0138669,0.0198703,0.2402077,9.59e-5,0.1622711,0.21781,0.22894,9.68e-5,TRUE,0,0.999999999926331,1.1066961429562198e-11,rs228824,0.0119535,0.0141547,0.4202748,<0.001,0.4853717790476191,3.396553699284009e-4,0.1780013578713969,0.32803489554655874,FALSE
ANKRD22,T2D_GSMR,-0.0686223,0.0241345,0.00446444,5,0.026744282884250473,4.966521,9.341669,4,5,0.2907499,0.096188,6,-0.1394755,-0.0733238,-0.054068,0.0307298,0.0507169,0.0263465,0.0274869,0.0557861,0.0513701,0.0053849,0.0491776,0.605444,0.0273165,2.2e-5,TRUE,0,0.0531197521420909,0.0194408624852158,rs10736363,0.0097334,0.0051852,0.1337202,0.16,0.2483167048859935,0.008988966929133858,0.061121908207705196,0.6827347234042552,FALSE
VAV3,T2D_GSMR,-0.0163481,0.00438814,1.94905e-4,51,0.0021923340320665085,74.02239,74.03019,51,52,0.0192465,0.0240156,53,-0.0153071,-0.0171184,-0.015858,-0.0231837,0.0091086,0.0077333,0.0050985,0.014445,0.0989737,0.026857,0.0018689,0.1145573,0.3828285,1.235e-4,TRUE,0,0.364141657323162,0.0553287159119518,rs8676,-1.557e-4,0.0021229,0.9418377,0.03,0.304523252173913,0.0351461975308642,0.004151867664670658,0.23367353461538462,FALSE
ANKRD9,T2D_GSMR,-0.0635086,0.0102596,6.01051e-10,21,2.9343061963917528e-8,11.02041,14.83425,16,17,0.8082236,0.6074188,18,-0.0383574,-0.0624669,-0.0703284,-0.0682732,0.0187264,0.0131416,0.0090922,0.0227941,0.0573063,2e-6,0,0.0081374,0.0844769,1.004e-4,TRUE,0,0.0754898633324136,0.899206724909865,rs4906203,-0.0061182,0.0031329,0.0685503,0.671,0.256644214084507,1.2366666666666666e-5,0,0.0958404888888889,TRUE
ANXA2R,T2D_GSMR,0.03062,0.0117323,0.00905744,14,0.046271965097087385,38.34929,45.34851,13,14,2.538e-4,3.58e-5,15,0.0030293,0.0299268,0.0416147,0.0206281,0.0295862,0.0133784,0.0164969,0.0305571,0.9200101,0.0252893,0.0116501,0.5106296,0.0897923,9.04e-5,TRUE,0,0.809936424215057,6.5530680358423e-4,rs4637560,0.0074634,0.0048453,0.147458,<0.001,0.9587745705056181,0.033478431043710975,0.018431501492537312,0.6009312659793815,FALSE
ANXA2,T2D_GSMR,0.0416868,0.0132636,0.00167257,13,0.012477483188976379,30.57524,31.88159,12,13,0.0022859,0.0025013,14,0.0416817,0.0314525,0.0216913,0.0031747,0.0331903,0.0143898,0.0176096,0.0269737,0.2330757,0.0288338,0.2180279,0.908106,0.0541658,5.3e-5,TRUE,0,0.0473394565201749,0.00709260231491196,rs62004990,-0.0034534,0.0048229,0.48767,0.021,0.4810630581363004,0.037403286013986015,0.23479927692307692,0.9300409275362319,FALSE
ANTXR2,T2D_GSMR,-0.0347323,0.0131178,0.0081037,15,0.042829320703125,23.19526,23.23428,13,14,0.0393919,0.0565627,15,-0.0279533,-0.0247166,-0.0317456,-0.031821,0.0287579,0.0134128,0.0125555,0.0229763,0.3487801,0.0653629,0.0114574,0.1877409,0.0739353,4.55e-5,TRUE,0,0.00225519822407443,9.6766091895939e-4,rs6534651,-6.784e-4,0.0045873,0.884698,0.094,0.5868363587301587,0.077413043575419,0.018150096051227322,0.2976575807692307,FALSE
AOAH,T2D_GSMR,-0.023706,0.00412061,8.7656e-9,58,3.193038369230769e-7,52.98407,56.38454,49,50,0.3231173,0.2485089,51,-0.0300812,-0.0176474,-0.0198874,-0.012164,0.0069646,0.0060562,0.0040156,0.0112257,7.61e-5,0.0035687,7e-7,0.2837483,0.4244495,1.121e-4,TRUE,0,0.0252746662064511,0.972797813423651,rs4412275,0.0029605,0.0016694,0.0823854,0.248,0.0124656,0.006411562711864408,6.533333333333333e-6,0.3909772304549675,TRUE
ANPEP,T2D_GSMR,0.0268222,0.00398427,1.67315e-11,47,1.1914589210526317e-9,246.2844,246.5695,48,49,0,0,50,0.037738,0.0280942,0.0354661,0.0339948,0.0123278,0.0057221,0.007613,0.0152467,0.0036047,9e-7,3.2e-6,0.0303862,0.4356978,4.815e-4,TRUE,0,1,6.37629223986211e-33,rs11073891,-8.055e-4,0.0034171,0.8146347,<0.001,0.08491071111111112,6.241121495327102e-6,2.3393103448275863e-5,0.14517415500000003,FALSE
ANXA4,T2D_GSMR,-0.0417831,0.0110077,1.47169e-4,14,0.00174229699875,22.155,29.35294,14,15,0.0754852,0.0144809,16,0.0055204,-0.0452299,-0.0463864,-0.0659541,0.0270519,0.0125707,0.0131315,0.0229097,0.8412392,3.206e-4,4.117e-4,0.0114757,0.0842378,7.25e-5,TRUE,0,0.0818543519758037,0.135368463642175,rs13012793,-0.0105338,0.0049392,0.0511355,0.037,0.9130122330409357,9.181356454720616e-4,0.0012701929313929314,0.11278105165562914,FALSE
AP3B1,T2D_GSMR,-0.0309846,0.00647948,1.73593e-6,33,3.753651376712329e-5,51.05319,51.06116,33,34,0.0232774,0.0302917,35,-0.0286227,-0.0176847,-0.0293618,-0.0184524,0.0124149,0.0091806,0.0068284,0.0168884,0.0275637,0.0540657,1.71e-5,0.2822468,0.2219546,1.132e-4,TRUE,0,0.716945110793239,0.0585617491921849,rs11746090,-1.784e-4,0.0024866,0.9432269,0.02,0.18592968545454544,0.06512459318181818,9.43360594795539e-5,0.3892697501858737,FALSE
APEH,T2D_GSMR,-0.0466757,0.011648,6.14459e-5,10,8.105210569637883e-4,80.11937,82.12057,16,17,0,0,18,-0.0611824,-0.0449047,-0.0394755,-0.046619,0.0386313,0.011825,0.0173866,0.0216391,0.132814,1.462e-4,0.0231795,0.0458462,0.1128645,1.476e-4,TRUE,0,0.999999847451659,8.513847319993611e-9,rs11718165,0.0051865,0.0082042,0.5362028,<0.001,0.34948357592920354,4.7475010940919033e-4,0.0324819433427762,0.16530523333333333,FALSE
AP3D1,T2D_GSMR,-0.0439678,0.0165194,0.00777753,5,0.041359341173498036,2.386498,2.843836,3,4,0.4961529,0.5842897,5,-0.0622799,-0.0438627,-0.0454831,-0.0311828,0.0287559,0.0158396,0.0144915,0.0272204,0.1189234,0.0056197,0.0016975,0.3158533,0.0348765,1.73e-5,TRUE,0,0.0199281313432178,0.010776622330317,rs10413398,0.0032372,0.0047868,0.5473402,0.756,0.33049124644194755,0.009297251727982162,0.003834231354642314,0.42189585706570654,FALSE
AP3M1,T2D_GSMR,0.0345521,0.0102103,7.14279e-4,18,0.006418345739089184,30.57197,38.7982,20,21,0.0611008,0.0103743,22,-0.013656,0.017356,0.0260386,0.010311,0.0196055,0.0115723,0.0105212,0.0193994,0.4941093,0.1336676,0.0133286,0.6006431,0.13147,6.7e-5,TRUE,0,0.869156663737599,1.2484657017997e-4,rs35273093,0.009465,0.0040801,0.0310437,0.02,0.691530153063148,0.14759130833333334,0.020560958835758834,0.678868515156131,FALSE
AP3S2,T2D_GSMR,0.024548,0.00647837,1.51117e-4,25,0.0017801357052238808,140.2624,140.2841,25,26,0,0,27,0.0461036,0.025117,0.0470943,0.0204452,0.0195359,0.0086968,0.0110821,0.0112672,0.0263912,0.0038762,2.14e-5,0.0811456,0.3057928,3.163e-4,TRUE,0,0.155554666498996,0.844445333501104,rs3759831,3.132e-4,0.005038,0.950923,<0.001,0.18216065488372093,0.00679135867768595,1.1301637010676157e-4,0.20279419296482412,FALSE
APBB3,T2D_GSMR,0.0482723,0.0151208,0.00141078,9,0.010925181831561732,27.48792,27.50999,8,9,5.821e-4,0.0011512,10,0.053360200000000003,0.0529893,0.0508326,0.0373604,0.0388813,0.0177044,0.0214499,0.0398409,0.2071862,0.0027624,0.0177964,0.3728588,0.0431494,6.08e-5,TRUE,0,0.661685199326288,0.0271262329867928,rs12163996,-4.113e-4,0.0051311,0.9380881,0.008,0.45016738038067344,0.005242139974457216,0.026226273684210526,0.4761811180722891,FALSE
APRT,T2D_GSMR,-0.0476661,0.015224,0.00174225,7,0.012831142884914465,9.605108,10.750257,6,7,0.1422973,0.1498898,8,-0.0640228,-0.0455087,-0.039835,-0.0470433,0.033115,0.0181796,0.0163526,0.032976,0.1013729,0.0123046,0.0148505,0.1967386,0.0403116,2.72e-5,TRUE,0,0.22006452910789,0.00466840609456508,rs78178561,0.0042246,0.0049949,0.4301099,0.189,0.3077057308793456,0.017884452889324193,0.022419269582909462,0.30476000250521923,FALSE
ARG1,T2D_GSMR,-0.0493111,0.00647429,2.60764e-14,26,2.871739353488372e-12,38.29723,42.13583,27,28,0.0732834,0.0420979,29,-0.037526,-0.0553124,-0.0526792,-0.0552183,0.0115442,0.0085874,0.0071674,0.0138922,0.0030816,0,0,4.496e-4,0.2192486,1.682e-4,TRUE,0,0.167816842086507,0.83217964264949,rs2246012,-0.0037496,0.0022793,0.1115495,0.067,0.08022972631578948,0,0,0.023828799999999997,FALSE
ARFGAP3,T2D_GSMR,-0.058657,0.0165002,3.78076e-4,11,0.0038093168042553187,37.17998,37.25121,9,10,2.44e-5,5.12e-5,11,-0.0519631,-0.046479,-0.0581462,0.0176234,0.0540272,0.0185022,0.0251521,0.0424255,0.3612797,0.0120021,0.0207898,0.6866246,0.039741,7.63e-5,TRUE,0,0.696355738968173,0.289334474886709,rs5751391,-8.835e-4,0.0067288,0.8984206,0.01,0.5957100831111111,0.017547897931034482,0.029779983783783784,0.7558982985163205,FALSE
ARHGAP12,T2D_GSMR,0.0316509,0.0108733,0.00360411,24,0.02263964671750663,18.25504,19.47596,22,23,0.6907644,0.6732802,24,0.0251692,0.0410168,0.0391057,0.0260735,0.0150414,0.0119119,0.0081953,0.0174141,0.1084232,5.745e-4,1.8e-6,0.1479232,0.0897855,5.64e-5,TRUE,0,0.00842661077154163,0.0911218602723364,rs11008701,0.002467,0.0022327,0.2811179,0.734,0.31652096874999996,0.001477570190641248,1.4284491978609625e-5,0.2651795223160434,FALSE
ARHGAP15,T2D_GSMR,-0.0174968,0.00607274,0.00396168,38,0.02430121196891192,42.81561,42.87304,34,35,0.1427902,0.1693169,36,-0.023283,-0.0239147,-0.0210266,-0.0237123,0.0119908,0.0080229,0.0055898,0.0141536,0.0604914,0.0028749,1.688e-4,0.1027774,0.2513806,8.07e-5,TRUE,0,0.0203242202622285,5.4471365029324e-4,rs16858573,5.54e-4,0.0025943,0.8321835,0.155,0.256644214084507,0.005414151776649746,6.177241379310345e-4,0.22110979884726226,FALSE
ARHGAP19,T2D_GSMR,-0.0443872,0.00770051,8.20515e-9,29,3.0120533197674417e-7,49.26163,65.06392,30,31,0.0147797,3.276e-4,32,0.0058241,-0.0173157,-0.0226723,-0.0288533,0.0117687,0.010252,0.0083172,0.0227513,0.6242898,0.0912185,0.0064115,0.2141681,0.2127645,1.098e-4,TRUE,0,0.999782699452427,2.1727056976484e-4,rs8181326,-0.0071134,0.002293,0.0041614,<0.001,0.7631351426688633,0.10445081327160492,0.01140847242206235,0.3240382829765545,FALSE
ARHGAP24,T2D_GSMR,0.021301,0.00821986,0.00955859,27,0.04799323905190678,26.72521,26.73264,23,24,0.26784,0.317069,25,0.0125723,0.0082658,0.0115344,0.0204241,0.0151958,0.0106564,0.0077326,0.0190972,0.41654,0.4379441,0.1357892,0.2954925,0.1291197,3.9e-5,TRUE,0,0.0864810832885363,0.0137534893611836,rs4693716,-2.067e-4,0.002585,0.936968,0.367,0.6379209081527348,0.449142394194886,0.151854689374529,0.4026729752066116,FALSE
ARHGAP39,T2D_GSMR,0.11195,0.0224348,6.03823e-7,5,1.462610647826087e-5,1.04552,13.5831,2,3,0.5928819,0.0035312,4,-0.5863669,0.1377162,0.1376753,0.1297504,0.2055159,0.0308239,0.0437907,0.0386778,0.1040257,7.9e-6,0.0016669,0.0439072,0.0151871,7.76e-5,TRUE,0,0.574039939398846,0.425960035386757,rs12719778,0.0961155,0.0271448,0.0713313,0.082,0.31313212738336715,3.907866666666667e-5,0.003776836641221374,0.16470751111111112,FALSE
ARID1A,T2D_GSMR,-0.0345004,0.00752103,4.49243e-6,17,8.772743202061856e-5,27.41633,27.45774,13,14,0.0109049,0.0167771,15,-0.0375139,-0.041236,-0.0392449,-0.0292077,0.0179557,0.0109207,0.0125669,0.0285446,0.0569121,1.594e-4,0.001791,0.3235562,0.0801187,7.04e-5,TRUE,0,0.899112410669909,0.0668513474458522,rs17162311,-4.851e-4,0.0034615,0.8907039,0.062,0.256644214084507,5.076171673819742e-4,0.004018680966767372,0.42909508561215376,FALSE
ARHGEF39,T2D_GSMR,0.059079,0.0226556,0.00911537,6,0.04646483814316469,21.33832,22.87559,5,6,6.991e-4,8.392e-4,7,-0.0178411,0.0389107,0.0465181,0.078631,0.1138322,0.0227986,0.0361,0.0440261,0.8815887,0.0878747,0.1975405,0.1243382,0.0202292,3.95e-5,TRUE,0,0.393657836922111,2.6309651091091e-4,rs3829076,0.0068374,0.0113923,0.5745503,0.017,0.9366380480000001,0.10085541747873163,0.2146047598828697,0.24071350664928293,FALSE
ARMC2,T2D_GSMR,-0.0727042,0.0223049,0.00111584,7,0.009126183626943007,8.318491,13.787358,5,6,0.1395345,0.0321038,7,-0.1612964,-0.1095847,-0.0772377,-0.1016209,0.0523083,0.0234056,0.028465,0.0331937,0.0273584,2.8e-6,0.0066592,0.0221837,0.0203119,4.11e-5,TRUE,0,0.0408125345208497,0.673990974902558,rs1040849,0.010629,0.0058625,0.1295616,0.107,0.18592968545454544,1.648888888888889e-5,0.01172271981020166,0.1368983867768595,FALSE
ARMC3,T2D_GSMR,0.0900629,0.0192733,2.96925e-6,4,5.958001430084746e-5,13.08811,14.329,4,5,0.0108532,0.0136493,6,0.0436212,0.0701985,0.0697369,0.0162105,0.0500738,0.018988,0.024919,0.0557911,0.4328406,2.182e-4,0.0051334,0.7830556,0.030972,4.91e-5,TRUE,0,0.14266538109451,0.842282063951054,rs10828354,0.0042269,0.0068639,0.5713248,0.182,0.647515575,6.574150101419878e-4,0.00943985824039653,0.8348092747126437,FALSE
ARMC7,T2D_GSMR,-0.0687889,0.0167654,4.07778e-5,11,5.738581631500743e-4,32.19316,45.55192,11,12,7.101e-4,8.3e-6,13,-0.1441377,-0.074457400000000007,-0.0538072,-0.0941573,0.0482482,0.0180988,0.0264719,0.0525685,0.0123546,3.89e-5,0.0420917,0.0985075,0.0404977,8.31e-5,TRUE,0,0.0854734071887816,0.409596774995312,rs4789146,0.0143649,0.0067236,0.055947,0.002,0.14617166299212597,1.5729591280653948e-4,0.05338810495726496,0.21706017303703704,FALSE
ARPC1B,T2D_GSMR,-0.0712449,0.0183943,1.0741e-4,6,0.0013350132677165355,4.039255,6.489155,5,6,0.5437781,0.3706782,7,-0.0906932,-0.0627005,-0.0622456,-0.0105078,0.0242342,0.0193065,0.016671,0.0412231,0.0133989,0.0011637,1.886e-4,0.8073118,0.0297123,3.01e-5,TRUE,0,0.396040975209219,0.0686136627887646,rs2003499,0.0052582,0.0033594,0.178306,0.516,0.15008724347826086,0.002616561818181818,6.679770883054893e-4,0.8545297512125535,FALSE
ARNTL,T2D_GSMR,-0.0383668,0.00805939,1.93111e-6,30,4.116990492134832e-5,52.40428,62.79171,31,32,0.0094999,9.203e-4,33,-0.0867456,-0.0458575,-0.0473348,-0.0492586,0.0182826,0.0120006,0.0097252,0.0209537,4.46e-5,1.328e-4,1.1e-6,0.0250572,0.1427455,1.457e-4,TRUE,0,0.996835218678627,0.00172149010468611,rs2219998,0.0073611,0.0029696,0.0188265,0.002,0.0124656,4.418726457399103e-4,9.3816091954023e-6,0.14120205839416058,FALSE
ASAH1,T2D_GSMR,-0.0233716,0.00589555,7.36182e-5,44,9.486230914285714e-4,50.60255,50.72028,41,42,0.1446286,0.1674645,43,-0.0283165,-0.0193927,-0.0257246,-0.0447803,0.0099957,0.0079061,0.0053716,0.0142609,0.0071232,0.0141717,1.7e-6,0.0030892,0.2521639,1.053e-4,TRUE,0,0.999918159831725,9.99177755314515e-6,rs4921833,6.884e-4,0.0022288,0.7590012,0.173,0.12442496818181818,0.02020250028818444,1.3563440860215054e-5,0.06301923157894737,FALSE
ARRDC5,T2D_GSMR,-0.0282224,0.00742045,1.42767e-4,27,0.0016944188684210526,57.05221,59.88453,26,27,4.122e-4,2.731e-4,28,-0.0342037,-0.0298821,-0.0165193,0.0225124,0.0180698,0.010153,0.0092269,0.0270713,0.0695587,0.0032486,0.0733988,0.412931,0.2117586,1.02e-4,TRUE,0,0.99981572941224806,1.3031609912826e-4,rs3786941,0.0040397,0.0035557,0.2662726,<0.001,0.27453486914893616,0.005966488118811881,0.08777100660757453,0.5145168799328296,FALSE
ASAP1,T2D_GSMR,0.0210738,0.00787999,0.00748752,23,0.04013259870967742,19.77999,20.14811,17,18,0.2856371,0.3245434,19,0.0234524,0.0339183,0.0288361,0.0228898,0.0123835,0.0102284,0.007707,0.0202,0.0753915,9.128e-4,1.829e-4,0.272015,0.140195,4.78e-5,TRUE,0,0.0389007150551099,0.0014420048354902,rs16893265,0.0013138,0.0023357,0.5811315,0.33,0.28396189340101524,0.0021743101123595505,6.524605769230769e-4,0.37974624647224836,FALSE
ARVCF,T2D_GSMR,0.0880257,0.0213885,3.86249e-5,6,5.500998915789472e-4,17.33409,24.52416,6,7,0.0081307,9.211e-4,8,-0.0600329,0.0722919,0.0619828,0.0931639,0.0815959,0.0205644,0.0286289,0.0297589,0.4896436,4.391e-4,0.0303843,0.0165953,0.0300925,5.42e-5,TRUE,0,0.799274717726386,0.0312711899652197,rs165656,0.0154883,0.0098178,0.165737,0.008,0.6894033229601518,0.0011869296903460839,0.04080570244343891,0.12778563755868544,FALSE
ASF1A,T2D_GSMR,0.023318,0.00897107,0.00934298,21,0.04721844374599787,51.04603,66.13582,20,21,1.566e-4,1.4e-6,22,0.0627685,0.0363119,0.0270959,0.0124344,0.0189646,0.0110994,0.0133491,0.0220536,0.003497,0.0010697,0.0423775,0.5788443,0.1210134,1.122e-4,TRUE,0,0.668270579913808,0.100349425971616,rs147531464,-0.0084521,0.0034761,0.0245605,<0.001,0.08370238709677419,0.0024422073846153847,0.05365888225255972,0.6617911719568567,FALSE
ASCC2,T2D_GSMR,0.0319083,0.00951909,8.02195e-4,16,0.006913183662420381,120.1002,120.7174,20,21,0,0,22,0.0426847,0.061009,0.0338468,0.0727241,0.0334985,0.014993,0.0186232,0.028634,0.2171905,4.72e-5,0.0691469,0.0190624,0.1254153,1.857e-4,TRUE,0,1,7.02470606496022e-20,rs6006267,-0.0018718,0.0058383,0.7518272,<0.001,0.45978702139800287,1.85795225464191e-4,0.08315559124797407,0.12827467692307692,FALSE
ASPRV1,T2D_GSMR,-0.0405667,0.00972077,3.00359e-5,10,4.501107735759494e-4,4.956808,16.615261,9,10,0.838057,0.0833227,11,-0.0431001,-0.0587858,-0.0746493,-0.1087174,0.0131547,0.0118638,0.0120692,0.0246423,0.0095843,7e-7,0,0.0013107,0.0978316,1.1e-4,TRUE,0,0.16771601338976,0.718957465145749,rs12471788,-0.0081563,0.0023888,0.0076952,0.134,0.14082278415841584,4.9942307692307696e-6,0,0.04352077333333333,FALSE
ATF1,T2D_GSMR,0.0348474,0.0119201,0.00346225,19,0.021933759030100336,33.32679,36.61631,20,21,0.0310561,0.0186232,22,0.0180665,0.0371851,0.0440235,0.0455612,0.0218527,0.0126061,0.0119398,0.0198429,0.4181386,0.0031801,2.268e-4,0.0320633,0.0843791,8.08e-5,TRUE,0,0.016039908084541,0.0108471116115875,rs113923834,0.0049549,0.0035266,0.1753562,0.031,0.6383926773662552,0.005869736815920398,7.719522935779816e-4,0.14640596061538463,FALSE
ATF6B,T2D_GSMR,0.0380877,0.0106569,3.51558e-4,4,0.0035687093440514473,93.19389,96.39969,8,9,0,0,10,0.0159215,0.0160804,0.0403229,-0.0098602,0.0538358,0.0118035,0.0259897,0.0161448,0.7749579,0.1730908,0.1207819,0.5564842,0.1544672,2.028e-4,TRUE,0,0.999999999993648,7.0336365976503504e-15,rs3117577,0.0055881,0.0106523,0.61409,<0.001,0.8785618973262033,0.18667641511627905,0.13724375160796323,0.6426634652140077,FALSE
ATF7IP2,T2D_GSMR,0.03458,0.0104835,9.72016e-4,14,0.008125298796116504,18.99958,22.65716,12,13,0.0885386,0.0459793,14,0.0647728,0.0549449,0.0371807,0.0400784,0.0216004,0.0125873,0.0122811,0.0269386,0.0110939,1.27e-5,0.002466,0.1606631,0.0779372,5.87e-5,TRUE,0,0.0440653651099173,0.521191176790873,rs8048898,-0.0055069,0.0036232,0.154437,0.089,0.1431595443478261,5.926666666666667e-5,0.0051632315937940754,0.27595375046296294,FALSE
ATP11B,T2D_GSMR,0.0449313,0.0162122,0.0055806,8,0.03174406162162162,17.90931,18.36125,6,7,0.0064629,0.0104422,8,0.0299139,0.0461255,0.047298,0.0384549,0.0507939,0.0168106,0.0226548,0.0294979,0.577394,0.0060725,0.0368181,0.233587,0.0348544,3.93e-5,TRUE,0,0.0437699034240855,0.00725348955982132,rs12696497,0.0032533,0.0083607,0.710627,0.067,0.7410009614520311,0.009920270627062706,0.04800029920983319,0.34344197306930696,FALSE
ATP13A1,T2D_GSMR,0.0846633,0.008271,1.36554e-24,20,9.2378781e-22,68.97571,72.31889,19,20,1e-7,1e-7,21,0.0665729,0.1076544,0.0862923,0.0857309,0.025384,0.0118809,0.0148734,0.0284896,0.016755,0,0,0.0069308,0.1220111,2.775e-4,TRUE,0,0.999999997857003,2.14294135904449e-9,rs58434384,0.004046,0.0042162,0.3492899,<0.001,0.15837210191082804,0,0,0.08866644137931033,FALSE
